,xmin,ymin,xmax,ymax,Object,labels
65,1254,265,1269,301,se,
66,1281,265,1299,301,se,
67,1314,265,1341,301,es,
68,2040,284,2048,291,4,
69,233,283,307,295,47600,Invoice Address
70,318,283,439,295,SUBANG,Invoice Address
71,1104,284,1210,306,PYease,
72,1222,280,1334,315,supply,
73,1345,280,1484,315,éx-stock,
74,1496,280,1577,315,only:,
75,80,335,117,347,Tel,Invoice Address
76,238,334,396,346,03-80246363,Invoice Address
77,507,334,556,346,Fax:,Invoice Address
78,575,334,734,346,03-80247886,Invoice Address
79,988,359,1129,373,Delivery,Deliver Date
80,1151,360,1218,370,Date,Deliver Date
81,1245,362,1250,370,:,Deliver Date
82,1297,358,1472,371,29/08/2020,Deliver Date
83,80,399,194,410,REMARK,
84,148,436,198,448,Item,
85,209,436,270,448,Code,
86,416,436,467,448,Item,
87,479,435,614,451,Description,
88,1142,435,1229,451,Imprint,
89,1351,435,1421,448,Order,
90,1429,436,1472,451,Oty,
91,1526,435,1577,448,Unit,
92,1585,436,1640,448,Cost,
93,1739,435,1799,448,Total,
94,1810,436,1864,448,Cost,
95,80,472,107,484,65,
96,147,472,204,484,1809,
97,414,472,603,484,ADJUSTABLE,
98,612,472,708,484,TABLE,
99,717,472,773,484,TOP,
100,782,472,956,484,SHARPENER,
101,1140,468,1296,491,UNKNOWN,
102,1470,472,1497,484,10,
103,1594,472,1659,484,22.74,
104,1808,472,1890,484,227.40,
105,80,504,108,516,66,
106,147,500,234,523,182491,
107,414,504,481,516,MINI,
108,491,504,601,516,SLEEVE,
109,610,504,724,516,ERASER,
110,1139,500,1297,523,UNKNOWN,
111,1470,504,1497,516,10,
112,1610,504,1661,516,2.22,
113,1825,504,1891,516,22.20,
114,80,536,108,548,67,
115,147,532,233,555,183701,
116,414,536,494,548,GRED,
117,504,536,705,548,PEPERIKSAAN,
118,715,536,830,548,ERASER,
119,839,536,1013,548,SHARPENER,
120,1021,536,1055,548,PB,
121,1069,536,1077,548,1,
122,1141,532,1296,555,UNKNOWN,
123,1468,536,1497,548,40,
124,1610,536,1661,548,2.46,
125,1825,536,1891,548,98.40,
126,80,568,108,580,68,
127,147,564,235,587,185920,
128,414,568,529,580,ERASER,
129,537,568,592,580,PEN,
130,601,568,723,580,HOLDER,
131,731,568,803,580,ASST,
132,812,568,851,580,BC,
133,860,571,875,580,+,
134,884,568,985,580,REFILL,
135,1139,564,1297,587,UNKNOWN,
136,1470,568,1497,580,10,
137,1609,568,1661,580,4.56,
138,1824,568,1891,580,45.60,
139,80,600,108,612,69,
140,147,599,235,612,187004,
141,414,600,528,612,ERASER,
142,537,600,595,612,CAP,
143,603,600,623,612,X,
144,633,600,645,612,3,
145,655,600,712,612,FOC,
146,724,600,732,612,L,
147,1141,596,1296,619,UNKNOWN,
148,1468,599,1497,612,30,
149,1613,600,1661,612,1.56,
150,1824,600,1891,612,46.80,
151,90,1203,194,1219,Prepared,
152,204,1203,238,1219,by:,
153,350,1199,438,1222,FARID,
154,1169,1203,1215,1215,E.&,
155,1224,1203,1276,1215,O.E.,
156,1339,1203,1384,1215,Sub,
157,1393,1203,1453,1215,Total,
158,1777,1203,1880,1218,"6,021.44",
159,1082,1236,1192,1251,Currency,
160,1295,1236,1336,1247,RM,
161,1403,1229,1465,1257,Total,
162,1777,1235,1880,1249,"6,021.44",
166,214,1379,311,1391,Ordered,
167,321,1379,349,1395,by,
168,790,1379,969,1395,Acknowledged,
169,980,1380,1012,1395,By,
170,1022,1379,1122,1395,Supplier,
171,1639,1379,1757,1395,Approved,
172,1768,1380,1800,1395,By,
